company_id,year,sales,operating_profit,net_profit,opm_percentage,eps,net_profit_margin,operating_margin,eps_growth,profit_growth
VBL,Dec 2012,1800,228.0,25,13.0,2.0,1.39,12.67,,
VBL,Dec 2013,2115,291.0,-40,14.0,0.0,-1.89,13.76,-100.0,-260.0
VBL,Dec 2014,2502,387.0,-20,15.0,0.0,-0.8,15.47,,-50.0
VBL,Dec 2015,3394,642.0,113,19.0,1.0,3.33,18.92,inf,-665.0
VBL,Dec 2016,3861,810.0,48,21.0,0.0,1.24,20.98,-100.0,-57.52
VBL,Dec 2017,4004,838.0,214,21.0,1.0,5.34,20.93,inf,345.83
VBL,Dec 2018,5105,1036.0,300,20.0,1.0,5.88,20.29,0.0,40.19
VBL,Dec 2019,7130,1462.0,472,21.0,1.0,6.62,20.5,0.0,57.33
VBL,Dec 2020,6450,1215.0,357,19.0,1.0,5.53,18.84,0.0,-24.36
VBL,Dec 2021,8823,1694.0,746,19.0,2.0,8.46,19.2,100.0,108.96
VBL,Dec 2022,13173,2863.0,1550,22.0,5.0,11.77,21.73,150.0,107.77
VBL,Dec 2023,16043,3717.0,2102,23.0,6.0,13.1,23.17,20.0,35.61
VBL,TTM,18987,4549.0,2582,24.0,8.0,13.6,23.96,33.33,22.84
VEDL,Mar 2013,2749,465.0,2280,17.0,26.0,82.94,16.92,,
VEDL,Mar 2014,66152,19595.0,11421,30.0,21.0,17.26,29.62,-19.23,400.92
VEDL,Mar 2015,73710,22114.0,-11369,30.0,-53.0,-15.42,30.0,-352.38,-199.54
VEDL,Mar 2016,64262,-18479.0,-17862,-29.0,-41.0,-27.8,-28.76,-22.64,57.11
VEDL,Mar 2017,72225,21376.0,11316,30.0,23.0,15.67,29.6,-156.1,-163.35
VEDL,Mar 2018,91866,24877.0,13692,27.0,28.0,14.9,27.08,21.74,21.0
VEDL,Mar 2019,92048,23171.0,9698,25.0,19.0,10.54,25.17,-32.14,-29.17
VEDL,Mar 2020,84447,20743.0,-4744,25.0,-18.0,-5.62,24.56,-194.74,-148.92
VEDL,Mar 2021,88021,27318.0,15032,31.0,31.0,17.08,31.04,-272.22,-416.86
VEDL,Mar 2022,132732,44824.0,23710,34.0,51.0,17.86,33.77,64.52,57.73
VEDL,Mar 2023,147308,34431.0,14503,23.0,28.0,9.85,23.37,-45.1,-38.83
VEDL,Mar 2024,143727,35312.0,7539,25.0,11.0,5.25,24.57,-60.71,-48.02
VEDL,TTM,144448,37072.0,15841,26.0,30.0,10.97,25.66,172.73,110.12
WIPRO,Mar 2013,37430,7657.0,6182,20.0,5.0,16.52,20.46,,
WIPRO,Mar 2014,43424,9635.0,7991,22.0,6.0,18.4,22.19,20.0,29.26
WIPRO,Mar 2015,46951,10299.0,8714,22.0,7.0,18.56,21.94,16.67,9.05
WIPRO,Mar 2016,51244,10796.0,8957,21.0,7.0,17.48,21.07,0.0,2.79
WIPRO,Mar 2017,55448,11321.0,8518,20.0,7.0,15.36,20.42,0.0,-4.9
WIPRO,Mar 2018,54487,10387.0,8003,19.0,7.0,14.69,19.06,0.0,-6.05
WIPRO,Mar 2019,59019,11613.0,9018,20.0,7.0,15.28,19.68,0.0,12.68
WIPRO,Mar 2020,61138,12342.0,9772,20.0,9.0,15.98,20.19,28.57,8.36
WIPRO,Mar 2021,61935,14771.0,10868,24.0,10.0,17.55,23.85,11.11,11.22
WIPRO,Mar 2022,79312,16684.0,12243,21.0,11.0,15.44,21.04,10.0,12.65
WIPRO,Mar 2023,90488,16839.0,11366,19.0,10.0,12.56,18.61,-9.09,-7.16
WIPRO,Mar 2024,89760,16752.0,11112,19.0,11.0,12.38,18.66,10.0,-2.23
WIPRO,TTM,88792,17773.0,12488,20.0,12.0,14.06,20.02,9.09,12.38
ZOMATO,Mar 2018,466,-92.0,-107,-20.0,-3070.0,-22.96,-19.74,,
ZOMATO,Mar 2019,1313,-2243.0,-1010,-171.0,-28574.0,-76.92,-170.83,830.75,843.93
ZOMATO,Mar 2020,2605,-2305.0,-2386,-88.0,-70097.0,-91.59,-88.48,145.32,136.24
ZOMATO,Mar 2021,1994,-467.0,-816,-23.0,-23124.0,-40.92,-23.42,-67.01,-65.8
ZOMATO,Mar 2022,4192,-1851.0,-1222,-44.0,-2.0,-29.15,-44.16,-99.99,49.75
ZOMATO,Mar 2023,7079,-1211.0,-971,-17.0,-1.0,-13.72,-17.11,-50.0,-20.54
ZOMATO,Mar 2024,12114,43.0,351,0.0,0.0,2.9,0.35,-100.0,-136.15
ZOMATO,TTM,17972,651.0,663,4.0,1.0,3.69,3.62,inf,88.89
ZYDUSLIFE,Mar 2013,6358,1130.0,690,18.0,6.0,10.85,17.77,,
ZYDUSLIFE,Mar 2014,7224,1203.0,836,17.0,8.0,11.57,16.65,33.33,21.16
ZYDUSLIFE,Mar 2015,8651,1756.0,1188,20.0,11.0,13.73,20.3,37.5,42.11
ZYDUSLIFE,Mar 2016,9427,2332.0,1964,25.0,19.0,20.83,24.74,72.73,65.32
ZYDUSLIFE,Mar 2017,9376,1902.0,1517,20.0,15.0,16.18,20.29,-21.05,-22.76
ZYDUSLIFE,Mar 2018,11905,2831.0,1810,24.0,17.0,15.2,23.78,13.33,19.31
ZYDUSLIFE,Mar 2019,13166,2991.0,1899,23.0,18.0,14.42,22.72,5.88,4.92
ZYDUSLIFE,Mar 2020,14253,2798.0,1204,20.0,11.0,8.45,19.63,-38.89,-36.6
ZYDUSLIFE,Mar 2021,14404,3391.0,2185,24.0,21.0,15.17,23.54,90.91,81.48
ZYDUSLIFE,Mar 2022,15110,3342.0,4618,22.0,44.0,30.56,22.12,109.52,111.35
ZYDUSLIFE,Mar 2023,17237,3860.0,2092,22.0,19.0,12.14,22.39,-56.82,-54.7
ZYDUSLIFE,Mar 2024,19547,5384.0,3973,28.0,38.0,20.33,27.54,100.0,89.91
ZYDUSLIFE,TTM,21484,6278.0,4439,29.0,43.0,20.66,29.22,13.16,11.73
INDIGO,Mar 2013,9203,8348.0,787,855.0,25647.0,8.55,90.71,,
INDIGO,Mar 2014,11117,10684.0,474,433.0,15454.0,4.26,96.11,-39.74,-39.77
INDIGO,Mar 2015,13925,12022.0,1304,1904.0,42481.0,9.36,86.33,174.89,175.11
INDIGO,Mar 2016,16140,12976.0,1986,3164.0,55.0,12.3,80.4,-99.87,52.3
INDIGO,Mar 2017,18580,16362.0,1659,2219.0,46.0,8.93,88.06,-16.36,-16.47
INDIGO,Mar 2018,23021,19991.0,2242,3030.0,58.0,9.74,86.84,26.09,35.14
INDIGO,Mar 2019,28497,28648.0,156,-151.0,4.0,0.55,100.53,-93.1,-93.04
INDIGO,Mar 2020,35756,31687.0,-248,4069.0,-6.0,-0.69,88.62,-250.0,-258.97
INDIGO,Mar 2021,14641,14638.0,-6171,2.0,-151.0,-42.15,99.98,2416.67,2388.31
INDIGO,Mar 2022,25931,25373.0,-317,558.0,-160.0,-1.22,97.85,5.96,-94.86
INDIGO,Mar 2023,54446,47926.0,-317,6521.0,-8.0,-0.58,88.02,-95.0,0.0
INDIGO,Mar 2024,68904,52573.0,8167,16331.0,212.0,11.85,76.3,-2750.0,-2676.34
INDIGO,TTM,76476,60568.0,6074,15908.0,157.0,7.94,79.2,-25.94,-25.63
