company_id,year,sales,net_profit,sales_growth,profit_growth
TECHM,Mar 2015,22621,2659,20.31,-13.16
TECHM,Mar 2016,26494,3027,17.12,13.84
TECHM,Mar 2017,29141,2851,9.99,-5.81
TECHM,Mar 2018,30773,3786,5.6,32.8
TECHM,Mar 2019,34742,4289,12.9,13.29
TECHM,Mar 2020,36868,3897,6.12,-9.14
TECHM,Mar 2021,37855,4353,2.68,11.7
TECHM,Mar 2022,44646,5630,17.94,29.34
TECHM,Mar 2023,53290,4857,19.36,-13.73
TECHM,Mar 2024,51996,2397,-2.43,-50.65
TECHM,TTM,52476,3775,0.92,57.49
TITAN,Mar 2013,10123,725,,
TITAN,Mar 2014,10927,735,7.94,1.38
TITAN,Mar 2015,11913,816,9.02,11.02
TITAN,Mar 2016,11276,675,-5.35,-17.28
TITAN,Mar 2017,13261,697,17.6,3.26
TITAN,Mar 2018,16120,1102,21.56,58.11
TITAN,Mar 2019,19779,1389,22.7,26.04
TITAN,Mar 2020,21052,1493,6.44,7.49
TITAN,Mar 2021,21644,974,2.81,-34.76
TITAN,Mar 2022,28799,2198,33.06,125.67
TITAN,Mar 2023,40575,3274,40.89,48.95
TITAN,Mar 2024,51084,3496,25.9,6.78
TITAN,TTM,54458,3243,6.6,-7.24
TORNTPHARM,Mar 2013,3203,435,,
TORNTPHARM,Mar 2014,4172,664,30.25,52.64
TORNTPHARM,Mar 2015,4636,751,11.12,13.1
TORNTPHARM,Mar 2016,6687,1733,44.24,130.76
TORNTPHARM,Mar 2017,5816,934,-13.03,-46.11
TORNTPHARM,Mar 2018,5950,678,2.3,-27.41
TORNTPHARM,Mar 2019,7673,436,28.96,-35.69
TORNTPHARM,Mar 2020,7939,1025,3.47,135.09
TORNTPHARM,Mar 2021,8005,1252,0.83,22.15
TORNTPHARM,Mar 2022,8508,777,6.28,-37.94
TORNTPHARM,Mar 2023,9620,1245,13.07,60.23
TORNTPHARM,Mar 2024,10728,1656,11.52,33.01
TORNTPHARM,TTM,11302,1862,5.35,12.44
TRENT,Mar 2013,2132,-27,,
TRENT,Mar 2014,2333,-19,9.43,-29.63
TRENT,Mar 2015,2284,129,-2.1,-778.95
TRENT,Mar 2016,1686,55,-26.18,-57.36
TRENT,Mar 2017,1812,85,7.47,54.55
TRENT,Mar 2018,2157,87,19.04,2.35
TRENT,Mar 2019,2630,95,21.93,9.2
TRENT,Mar 2020,3486,106,32.55,11.58
TRENT,Mar 2021,2593,-181,-25.62,-270.75
TRENT,Mar 2022,4498,35,73.47,-119.34
TRENT,Mar 2023,8242,394,83.24,1025.71
TRENT,Mar 2024,12375,1477,50.15,274.87
TRENT,TTM,15025,1809,21.41,22.48
TVSMOTOR,Mar 2013,7510,198,,
TVSMOTOR,Mar 2014,8384,187,11.64,-5.56
TVSMOTOR,Mar 2015,10256,328,22.33,75.4
TVSMOTOR,Mar 2016,11377,429,10.93,30.79
TVSMOTOR,Mar 2017,12463,509,9.55,18.65
TVSMOTOR,Mar 2018,16340,665,31.11,30.65
TVSMOTOR,Mar 2019,20160,725,23.38,9.02
TVSMOTOR,Mar 2020,18849,647,-6.5,-10.76
TVSMOTOR,Mar 2021,19421,608,3.03,-6.03
TVSMOTOR,Mar 2022,24355,731,25.41,20.23
TVSMOTOR,Mar 2023,31974,1309,31.28,79.07
TVSMOTOR,Mar 2024,39145,1779,22.43,35.91
TVSMOTOR,TTM,42886,2094,9.56,17.71
ULTRACEMCO,Mar 2013,20514,2688,,
ULTRACEMCO,Mar 2014,20730,2213,1.05,-17.67
ULTRACEMCO,Mar 2015,23306,2102,12.43,-5.02
ULTRACEMCO,Mar 2016,25153,2480,7.92,17.98
ULTRACEMCO,Mar 2017,25375,2714,0.88,9.44
ULTRACEMCO,Mar 2018,30979,2224,22.08,-18.05
ULTRACEMCO,Mar 2019,41462,2400,33.84,7.91
ULTRACEMCO,Mar 2020,42430,5751,2.33,139.63
ULTRACEMCO,Mar 2021,44726,5462,5.41,-5.03
ULTRACEMCO,Mar 2022,52599,7334,17.6,34.27
ULTRACEMCO,Mar 2023,63240,5073,20.23,-30.83
ULTRACEMCO,Mar 2024,70908,7004,12.13,38.06
ULTRACEMCO,TTM,71317,6252,0.58,-10.74
UNIONBANK,Mar 2013,25169,2146,,
UNIONBANK,Mar 2014,29394,1687,16.79,-21.39
UNIONBANK,Mar 2015,32164,1771,9.42,4.98
UNIONBANK,Mar 2016,32316,1347,0.47,-23.94
UNIONBANK,Mar 2017,32817,573,1.55,-57.46
UNIONBANK,Mar 2018,32952,-5212,0.41,-1009.6
UNIONBANK,Mar 2019,34314,-2922,4.13,-43.94
UNIONBANK,Mar 2020,37479,-3121,9.22,6.81
UNIONBANK,Mar 2021,69311,2863,84.93,-191.73
UNIONBANK,Mar 2022,68230,5265,-1.56,83.9
UNIONBANK,Mar 2023,81163,8512,18.96,61.67
UNIONBANK,Mar 2024,100376,13797,23.67,62.09
UNIONBANK,TTM,107058,16344,6.66,18.46
UNITDSPR,Mar 2013,10378,-105,,
UNITDSPR,Mar 2014,10508,-4489,1.25,4175.24
UNITDSPR,Mar 2015,9254,-1687,-11.93,-62.42
UNITDSPR,Mar 2016,8495,143,-8.2,-108.48
UNITDSPR,Mar 2017,8818,93,3.8,-34.97
UNITDSPR,Mar 2018,8591,652,-2.57,601.08
UNITDSPR,Mar 2019,9341,684,8.73,4.91
UNITDSPR,Mar 2020,9325,621,-0.17,-9.21
UNITDSPR,Mar 2021,8131,362,-12.8,-41.71
UNITDSPR,Mar 2022,9712,811,19.44,124.03
UNITDSPR,Mar 2023,10612,1126,9.27,38.84
UNITDSPR,Mar 2024,11321,1408,6.68,25.04
UNITDSPR,TTM,11821,1402,4.42,-0.43
VBL,Dec 2012,1800,25,,
VBL,Dec 2013,2115,-40,17.5,-260.0
VBL,Dec 2014,2502,-20,18.3,-50.0
VBL,Dec 2015,3394,113,35.65,-665.0
VBL,Dec 2016,3861,48,13.76,-57.52
VBL,Dec 2017,4004,214,3.7,345.83
VBL,Dec 2018,5105,300,27.5,40.19
VBL,Dec 2019,7130,472,39.67,57.33
VBL,Dec 2020,6450,357,-9.54,-24.36
VBL,Dec 2021,8823,746,36.79,108.96
VBL,Dec 2022,13173,1550,49.3,107.77
VBL,Dec 2023,16043,2102,21.79,35.61
VBL,TTM,18987,2582,18.35,22.84
VEDL,Mar 2013,2749,2280,,
VEDL,Mar 2014,66152,11421,2306.4,400.92
VEDL,Mar 2015,73710,-11369,11.43,-199.54
VEDL,Mar 2016,64262,-17862,-12.82,57.11
VEDL,Mar 2017,72225,11316,12.39,-163.35
VEDL,Mar 2018,91866,13692,27.19,21.0
VEDL,Mar 2019,92048,9698,0.2,-29.17
VEDL,Mar 2020,84447,-4744,-8.26,-148.92
VEDL,Mar 2021,88021,15032,4.23,-416.86
VEDL,Mar 2022,132732,23710,50.8,57.73
VEDL,Mar 2023,147308,14503,10.98,-38.83
VEDL,Mar 2024,143727,7539,-2.43,-48.02
VEDL,TTM,144448,15841,0.5,110.12
WIPRO,Mar 2013,37430,6182,,
WIPRO,Mar 2014,43424,7991,16.01,29.26
WIPRO,Mar 2015,46951,8714,8.12,9.05
WIPRO,Mar 2016,51244,8957,9.14,2.79
WIPRO,Mar 2017,55448,8518,8.2,-4.9
WIPRO,Mar 2018,54487,8003,-1.73,-6.05
WIPRO,Mar 2019,59019,9018,8.32,12.68
WIPRO,Mar 2020,61138,9772,3.59,8.36
WIPRO,Mar 2021,61935,10868,1.3,11.22
WIPRO,Mar 2022,79312,12243,28.06,12.65
WIPRO,Mar 2023,90488,11366,14.09,-7.16
WIPRO,Mar 2024,89760,11112,-0.8,-2.23
WIPRO,TTM,88792,12488,-1.08,12.38
ZOMATO,Mar 2018,466,-107,,
ZOMATO,Mar 2019,1313,-1010,181.76,843.93
ZOMATO,Mar 2020,2605,-2386,98.4,136.24
ZOMATO,Mar 2021,1994,-816,-23.45,-65.8
ZOMATO,Mar 2022,4192,-1222,110.23,49.75
ZOMATO,Mar 2023,7079,-971,68.87,-20.54
ZOMATO,Mar 2024,12114,351,71.13,-136.15
ZOMATO,TTM,17972,663,48.36,88.89
ZYDUSLIFE,Mar 2013,6358,690,,
ZYDUSLIFE,Mar 2014,7224,836,13.62,21.16
ZYDUSLIFE,Mar 2015,8651,1188,19.75,42.11
ZYDUSLIFE,Mar 2016,9427,1964,8.97,65.32
ZYDUSLIFE,Mar 2017,9376,1517,-0.54,-22.76
ZYDUSLIFE,Mar 2018,11905,1810,26.97,19.31
ZYDUSLIFE,Mar 2019,13166,1899,10.59,4.92
ZYDUSLIFE,Mar 2020,14253,1204,8.26,-36.6
ZYDUSLIFE,Mar 2021,14404,2185,1.06,81.48
ZYDUSLIFE,Mar 2022,15110,4618,4.9,111.35
ZYDUSLIFE,Mar 2023,17237,2092,14.08,-54.7
ZYDUSLIFE,Mar 2024,19547,3973,13.4,89.91
ZYDUSLIFE,TTM,21484,4439,9.91,11.73
