company_id,year,borrowings,reserves,equity_capital,debt_to_equity
SIEMENS,Sep 2019,0,8978,71.0,0.0
SIEMENS,Sep 2020,0,9421,71.0,0.0
SIEMENS,Sep 2021,4,10276,71.0,0.0
SIEMENS,Sep 2022,182,11539,71.0,0.02
SIEMENS,Sep 2023,175,13016,71.0,0.01
SIEMENS,Sep 2024,279,15286,71.0,0.02
UNITDSPR,2013,8242,4661,126.0,1.72
UNITDSPR,2014,8307,2887,145.0,2.74
UNITDSPR,2015,4987,514,145.0,7.57
UNITDSPR,2016,4242,1489,145.0,2.6
UNITDSPR,2017,4144,1640,145.0,2.32
UNITDSPR,2018,3421,2274,145.0,1.41
UNITDSPR,2019,2883,2945,145.0,0.93
UNITDSPR,2020,2570,3583,145.0,0.69
UNITDSPR,2021,1037,3974,145.0,0.25
UNITDSPR,2022,605,4808,145.0,0.12
UNITDSPR,2023,183,5854,145.0,0.03
UNITDSPR,2024,265,6976,145.0,0.04
UNITDSPR,2024.5,518,7487,145.0,0.07
UNIONBANK,Mar 2013,287589,16722,597.0,16.61
UNIONBANK,Mar 2014,327078,18004,630.0,17.55
UNIONBANK,Mar 2015,352618,19263,636.0,17.72
UNIONBANK,Mar 2016,374754,22361,687.0,16.26
UNIONBANK,Mar 2017,418420,23406,687.0,17.37
UNIONBANK,Mar 2018,455969,24083,1169.0,18.06
UNIONBANK,Mar 2019,460780,25073,1763.0,17.17
UNIONBANK,Mar 2020,505150,30567,3423.0,14.86
UNIONBANK,Mar 2021,977576,58331,6407.0,15.1
UNIONBANK,Mar 2022,1085613,64026,6835.0,15.32
UNIONBANK,Mar 2023,1163059,71969,6835.0,14.76
UNIONBANK,Mar 2024,1251568,89964,7634.0,12.82
SUNPHARMA,Mar 2013,260,14886,104.0,0.02
SUNPHARMA,Mar 2014,2561,18318,207.0,0.14
SUNPHARMA,Mar 2015,8996,25431,207.0,0.35
SUNPHARMA,Mar 2016,8497,32742,241.0,0.26
SUNPHARMA,Mar 2017,9832,36400,240.0,0.27
SUNPHARMA,Mar 2018,10385,38074,240.0,0.27
SUNPHARMA,Mar 2019,10514,41169,240.0,0.25
SUNPHARMA,Mar 2020,8315,45025,240.0,0.18
SUNPHARMA,Mar 2021,3869,46223,240.0,0.08
SUNPHARMA,Mar 2022,1290,47771,240.0,0.03
SUNPHARMA,Mar 2023,6886,55755,240.0,0.12
SUNPHARMA,Mar 2024,3274,63427,240.0,0.05
SUNPHARMA,Sep 2024,2572,68875,240.0,0.04
ULTRACEMCO,Mar 2013,7342,14955,274.0,0.48
ULTRACEMCO,Mar 2014,7332,16908,274.0,0.43
ULTRACEMCO,Mar 2015,9829,18767,274.0,0.52
ULTRACEMCO,Mar 2016,10616,21671,274.0,0.48
ULTRACEMCO,Mar 2017,8474,24117,275.0,0.35
ULTRACEMCO,Mar 2018,19480,26107,275.0,0.74
ULTRACEMCO,Mar 2019,25337,33476,275.0,0.75
ULTRACEMCO,Mar 2020,23019,38755,289.0,0.59
ULTRACEMCO,Mar 2021,21719,43886,289.0,0.49
ULTRACEMCO,Mar 2022,11299,50147,289.0,0.22
ULTRACEMCO,Mar 2023,11058,54036,289.0,0.2
ULTRACEMCO,Mar 2024,11403,59939,289.0,0.19
ULTRACEMCO,Sep 2024,16964,61076,289.0,0.28
TVSMOTOR,Mar 2013,1068,851,48.0,1.19
TVSMOTOR,Mar 2014,728,1113,48.0,0.63
TVSMOTOR,Mar 2015,1119,1277,48.0,0.84
TVSMOTOR,Mar 2016,1091,1771,48.0,0.6
TVSMOTOR,Mar 2017,1311,2169,48.0,0.59
TVSMOTOR,Mar 2018,6928,2630,48.0,2.59
TVSMOTOR,Mar 2019,9298,3123,48.0,2.93
TVSMOTOR,Mar 2020,11591,3235,48.0,3.53
TVSMOTOR,Mar 2021,12179,3779,48.0,3.18
TVSMOTOR,Mar 2022,15827,4352,48.0,3.6
TVSMOTOR,Mar 2023,22376,5457,48.0,4.06
TVSMOTOR,Mar 2024,26006,6736,48.0,3.83
TVSMOTOR,Sep 2024,14619,7712,48.0,1.88
TRENT,Mar 2013,343,1198,33.0,0.28
TRENT,Mar 2014,332,958,33.0,0.34
TRENT,Mar 2015,267,1389,33.0,0.19
TRENT,Mar 2016,400,1431,33.0,0.27
TRENT,Mar 2017,392,1514,33.0,0.25
TRENT,Mar 2018,391,1562,33.0,0.25
TRENT,Mar 2019,494,1613,33.0,0.3
TRENT,Mar 2020,300,2352,36.0,0.13
TRENT,Mar 2021,300,2277,36.0,0.13
TRENT,Mar 2022,4725,2328,36.0,2.0
TRENT,Mar 2023,4464,2560,36.0,1.72
TRENT,Mar 2024,1753,4032,36.0,0.43
TRENT,Sep 2024,1842,4644,36.0,0.39
TORNTPHARM,Mar 2013,693,1380,42.0,0.49
TORNTPHARM,Mar 2014,1132,1818,85.0,0.59
TORNTPHARM,Mar 2015,2740,2406,85.0,1.1
TORNTPHARM,Mar 2016,2352,3409,85.0,0.67
TORNTPHARM,Mar 2017,2510,4266,85.0,0.58
TORNTPHARM,Mar 2018,6462,4538,85.0,1.4
TORNTPHARM,Mar 2019,6038,4640,85.0,1.28
TORNTPHARM,Mar 2020,5784,4739,85.0,1.2
TORNTPHARM,Mar 2021,4874,5753,85.0,0.83
TORNTPHARM,Mar 2022,4070,5868,85.0,0.68
TORNTPHARM,Mar 2023,5369,6029,169.0,0.87
TORNTPHARM,Mar 2024,4022,6687,169.0,0.59
TORNTPHARM,Sep 2024,3128,7335,169.0,0.42
TITAN,Mar 2013,0,1881,89.0,0.0
TITAN,Mar 2014,807,2434,89.0,0.32
TITAN,Mar 2015,100,2995,89.0,0.03
TITAN,Mar 2016,113,3418,89.0,0.03
TITAN,Mar 2017,1882,4144,89.0,0.44
TITAN,Mar 2018,1691,5001,89.0,0.33
TITAN,Mar 2019,2393,5981,89.0,0.39
TITAN,Mar 2020,3562,6580,89.0,0.53
TITAN,Mar 2021,5638,7408,89.0,0.75
TITAN,Mar 2022,7275,9214,89.0,0.78
TITAN,Mar 2023,9367,11762,89.0,0.79
TITAN,Mar 2024,15528,9304,89.0,1.65
TITAN,Sep 2024,21648,9647,89.0,2.22
TECHM,Mar 2013,1380,5298,128.0,0.25
TECHM,Mar 2014,363,8948,234.0,0.04
TECHM,Mar 2015,700,11768,480.0,0.06
TECHM,Mar 2016,1091,14155,436.0,0.07
TECHM,Mar 2017,1366,15998,439.0,0.08
TECHM,Mar 2018,2397,18401,442.0,0.13
TECHM,Mar 2019,1996,19841,444.0,0.1
TECHM,Mar 2020,3670,21377,436.0,0.17
TECHM,Mar 2021,2901,24428,437.0,0.12
TECHM,Mar 2022,2618,26447,439.0,0.1
TECHM,Mar 2023,2740,27484,440.0,0.1
TECHM,Mar 2024,2537,26228,441.0,0.1
TECHM,Sep 2024,2035,26004,442.0,0.08
TATACONSUM,Mar 2013,1389,4748,62.0,0.29
TATACONSUM,Mar 2014,1438,5787,62.0,0.25
TATACONSUM,Mar 2015,1324,5431,62.0,0.24
TATACONSUM,Mar 2016,1354,6184,63.0,0.22
TATACONSUM,Mar 2017,787,6202,63.0,0.13
TATACONSUM,Mar 2018,1068,6968,63.0,0.15
TATACONSUM,Mar 2019,1141,7269,63.0,0.16
TATACONSUM,Mar 2020,1586,13723,92.0,0.11
TATACONSUM,Mar 2021,1634,14442,92.0,0.11
TATACONSUM,Mar 2022,1412,15050,92.0,0.09
TATACONSUM,Mar 2023,1600,16184,93.0,0.1
TATACONSUM,Mar 2024,3477,15962,95.0,0.22
TATACONSUM,Sep 2024,2955,19033,99.0,0.15
TCS,Mar 2013,332,38350,196.0,0.01
TCS,Mar 2014,297,48999,196.0,0.01
TCS,Mar 2015,358,50439,196.0,0.01
TCS,Mar 2016,245,70875,197.0,0.0
TCS,Mar 2017,289,86017,197.0,0.0
TCS,Mar 2018,247,84937,191.0,0.0
TCS,Mar 2019,62,89071,375.0,0.0
TCS,Mar 2020,8174,83751,375.0,0.1
TCS,Mar 2021,7795,86063,370.0,0.09
TCS,Mar 2022,7818,88773,366.0,0.09
TCS,Mar 2023,7688,90058,366.0,0.09
TCS,Mar 2024,8021,90127,362.0,0.09
TCS,Sep 2024,9046,101133,362.0,0.09
TATASTEEL,Mar 2013,68529,33201,971.0,2.01
TATASTEEL,Mar 2014,81629,39561,971.0,2.01
TATASTEEL,Mar 2015,80701,30378,971.0,2.57
TATASTEEL,Mar 2016,81987,42762,970.0,1.87
TATASTEEL,Mar 2017,83014,36849,970.0,2.2
TATASTEEL,Mar 2018,92147,59726,1145.0,1.51
TATASTEEL,Mar 2019,100816,67780,1145.0,1.46
TATASTEEL,Mar 2020,116328,72431,1145.0,1.58
TATASTEEL,Mar 2021,88501,73041,1198.0,1.19
TATASTEEL,Mar 2022,75561,113222,1221.0,0.66
TATASTEEL,Mar 2023,84893,101861,1221.0,0.82
TATASTEEL,Mar 2024,87082,90788,1247.0,0.95
TATASTEEL,Sep 2024,99392,88900,1247.0,1.1
TECHM,Mar 2013,1380,5298,128.0,0.25
TECHM,Mar 2014,363,8948,234.0,0.04
TECHM,Mar 2015,700,11768,480.0,0.06
TECHM,Mar 2016,1091,14155,436.0,0.07
TECHM,Mar 2017,1366,15998,439.0,0.08
TECHM,Mar 2018,2397,18401,442.0,0.13
TECHM,Mar 2019,1996,19841,444.0,0.1
TECHM,Mar 2020,3670,21377,436.0,0.17
TECHM,Mar 2021,2901,24428,437.0,0.12
TECHM,Mar 2022,2618,26447,439.0,0.1
TECHM,Mar 2023,2740,27484,440.0,0.1
TECHM,Mar 2024,2537,26228,441.0,0.1
TECHM,Sep 2024,2035,26004,442.0,0.08
TATAPOWER,Mar 2013,37882,12098,237.0,3.07
TATAPOWER,Mar 2014,40173,12164,237.0,3.24
TATAPOWER,Mar 2015,40607,14048,270.0,2.84
TATAPOWER,Mar 2016,38849,11363,270.0,3.34
TATAPOWER,Mar 2017,48815,12944,270.0,3.69
TATAPOWER,Mar 2018,48589,16129,270.0,2.96
TATAPOWER,Mar 2019,48506,18035,270.0,2.65
TATAPOWER,Mar 2020,51936,19296,270.0,2.65
TATAPOWER,Mar 2021,46708,22003,320.0,2.09
TATAPOWER,Mar 2022,51195,22122,320.0,2.28
TATAPOWER,Mar 2023,52923,28468,320.0,1.84
TATAPOWER,Mar 2024,53689,32036,320.0,1.66
TATAPOWER,Sep 2024,58314,33360,320.0,1.73
TATAMOTORS,Mar 2013,53716,36999,638.0,1.43
TATAMOTORS,Mar 2014,60642,64960,644.0,0.92
TATAMOTORS,Mar 2015,73610,55618,644.0,1.31
TATAMOTORS,Mar 2016,69360,78273,679.0,0.88
TATAMOTORS,Mar 2017,78604,57383,679.0,1.35
TATAMOTORS,Mar 2018,88950,94749,679.0,0.93
TATAMOTORS,Mar 2019,106175,59500,679.0,1.76
TATAMOTORS,Mar 2020,124788,62359,720.0,1.98
TATAMOTORS,Mar 2021,142131,54481,766.0,2.57
TATAMOTORS,Mar 2022,146449,43795,766.0,3.29
TATAMOTORS,Mar 2023,134113,44556,766.0,2.96
TATAMOTORS,Mar 2024,107262,84152,766.0,1.26
TATAMOTORS,Sep 2024,106549,100326,736.0,1.05
